Article ID,Article ID (DB id),Article name (rollup),Author name,Author country,Author faculty,Full university information,raw text,Author country 2,Author faculty 2,Full faculty information 2,Author faculty 3,Full faculty 3,Faculty 4,full infor 4
30,WOS:000685167900003 (https://www.notion.so/WOS-000685167900003-10c0ee199b1d81b5bec0cd3426ca9991?pvs=21),Market efficiency analysis using Al models based on Investors' Mood,PAOLA PLAZA CASADO,Spain," Financial Economics and Accounting","Universidad Rey Juan Carlos, Madrid, Spain","RAÚL GÓMEZ MARTÍNEZ*
PAOLA PLAZA CASADO**
MIGUEL PRADO ROMÁN***
* PhD in Business Economics and Finance. Universidad Rey Juan Carlos, Madrid, Spain. E-mail: mailto:raul.gomez.martinez@urjc.es.
ORCID: 0000-0002-6810-0628. Google Scholar: https://scholar.google.es/citations?hl=es&user=yI03nEgAAAAJ.
** PhD in Financial Economics and Accounting. Universidad Rey Juan Carlos, Madrid, Spain. E-mail: mailto:paola.plaza@urjc.es.
ORCID: 0000-0002-8869-6123. Google Scholar: https://scholar.google.es/citations?hl=es&user=QSFvGGEAAAAJ.
*** PhD in Financial Economics and Accounting. Universidad Rey Juan Carlos, Madrid, Spain. E-mail: mailto:miguel.prado@urjc.es.
ORCID: 0000-0002-0121-7506. Google Scholar: https://scholar.google.es/citations?hl=es&user=iPNfUrEAAAAJ.",,,,,,,
30,WOS:000685167900003 (https://www.notion.so/WOS-000685167900003-10c0ee199b1d81b5bec0cd3426ca9991?pvs=21),Market efficiency analysis using Al models based on Investors' Mood,MIGUEL PRADO ROMÁN,Spain,n Financial Economics and Accounting,"Universidad Rey Juan Carlos, Madrid, Spain","RAÚL GÓMEZ MARTÍNEZ*
PAOLA PLAZA CASADO**
MIGUEL PRADO ROMÁN***
* PhD in Business Economics and Finance. Universidad Rey Juan Carlos, Madrid, Spain. E-mail: mailto:raul.gomez.martinez@urjc.es.
ORCID: 0000-0002-6810-0628. Google Scholar: https://scholar.google.es/citations?hl=es&user=yI03nEgAAAAJ.
** PhD in Financial Economics and Accounting. Universidad Rey Juan Carlos, Madrid, Spain. E-mail: mailto:paola.plaza@urjc.es.
ORCID: 0000-0002-8869-6123. Google Scholar: https://scholar.google.es/citations?hl=es&user=QSFvGGEAAAAJ.
*** PhD in Financial Economics and Accounting. Universidad Rey Juan Carlos, Madrid, Spain. E-mail: mailto:miguel.prado@urjc.es.
ORCID: 0000-0002-0121-7506. Google Scholar: https://scholar.google.es/citations?hl=es&user=iPNfUrEAAAAJ.",,,,,,,
31,WOS:000462781900001 (https://www.notion.so/WOS-000462781900001-10c0ee199b1d81ca9a49e1794e256262?pvs=21),Sequential Design and Spatial Modeling for Portfolio Tail Risk Measurement,Jimmy Risk,USA,Department of Statistics and Applied Probability,"†Department of Statistics and Applied Probability, University of California, Santa Barbara, CA 93106-3110
(mailto:ludkovski@pstat.ucsb.edu).
","Jimmy Risk†
and Michael Ludkovski‡ Department of Statistics and Applied Probability, University of California, Santa Barbara, CA 93106-3110
(mailto:ludkovski@pstat.ucsb.edu).
‡Department of Mathematics and Statistics, Cal Poly Pomona, Pomona, CA 91768 (mailto:jrisk@cpp.edu).

",,,,,,,
31,WOS:000462781900001 (https://www.notion.so/WOS-000462781900001-10c0ee199b1d81ca9a49e1794e256262?pvs=21),Sequential Design and Spatial Modeling for Portfolio Tail Risk Measurement,Michael Ludkovski,USA,Department of Mathematics and Statistics,"Department of Mathematics and Statistics, Cal Poly Pomona, Pomona, CA 91768 (mailto:jrisk@cpp.edu)","Jimmy Risk†
and Michael Ludkovski‡ Department of Statistics and Applied Probability, University of California, Santa Barbara, CA 93106-3110
(mailto:ludkovski@pstat.ucsb.edu).
‡Department of Mathematics and Statistics, Cal Poly Pomona, Pomona, CA 91768 (mailto:jrisk@cpp.edu).

",,,,,,,
32,WOS:001140460100001 (https://www.notion.so/WOS-001140460100001-10c0ee199b1d818b9dececffbef767bd?pvs=21),A Novel Deterministic Probabilistic Forecasting Framework for Gold Price with a New Pandemic Index Based on Quantile Regression Deep Learning and Multi-Objective Optimization,Yan Wang,China,Haide College,"Haide College, Ocean University of China, Qingdao 266100, China; mailto:wangyan2815@stu.ouc.edu.cn","Yan Wang 1 and Tong Lin 2,*
1 Haide College, Ocean University of China, Qingdao 266100, China; mailto:wangyan2815@stu.ouc.edu.cn
2 School of Mathematical Sciences, Ocean University of China, Qingdao 266100, China
",,,,,,,
32,WOS:001140460100001 (https://www.notion.so/WOS-001140460100001-10c0ee199b1d818b9dececffbef767bd?pvs=21),A Novel Deterministic Probabilistic Forecasting Framework for Gold Price with a New Pandemic Index Based on Quantile Regression Deep Learning and Multi-Objective Optimization,Tong Lin,China,School of Mathematical Sciences,"School of Mathematical Sciences, Ocean University of China, Qingdao 266100, China","Yan Wang 1 and Tong Lin 2,*
1 Haide College, Ocean University of China, Qingdao 266100, China; mailto:wangyan2815@stu.ouc.edu.cn
2 School of Mathematical Sciences, Ocean University of China, Qingdao 266100, China
",,,,,,,
33,WOS:000652785100001 (https://www.notion.so/WOS-000652785100001-10c0ee199b1d81e480d2fbfa28cf38ce?pvs=21),A general Bayesian model for heteroskedastic data with fully conjugate full-conditional distributions,Paul A. Parker,USA,Department of Statistics,"Department of Statistics, University of Missouri, Columbia, MO, USA; ","Paul A. Parker a, Scott H. Holana and Skye A. Willsb
aDepartment of Statistics, University of Missouri, Columbia, MO, USA; bUSDA-Natural Resources Conservation
Service, National Soil Survey Center, Lincoln, NE, USA
",,,,,,,
33,WOS:000652785100001 (https://www.notion.so/WOS-000652785100001-10c0ee199b1d81e480d2fbfa28cf38ce?pvs=21),A general Bayesian model for heteroskedastic data with fully conjugate full-conditional distributions," Scott H. Holan",USA,Department of Statistics,"Department of Statistics, University of Missouri, Columbia, MO, USA; ","Paul A. Parker a, Scott H. Holana and Skye A. Willsb
aDepartment of Statistics, University of Missouri, Columbia, MO, USA; bUSDA-Natural Resources Conservation
Service, National Soil Survey Center, Lincoln, NE, USA
",,,,,,,
33,WOS:000652785100001 (https://www.notion.so/WOS-000652785100001-10c0ee199b1d81e480d2fbfa28cf38ce?pvs=21),A general Bayesian model for heteroskedastic data with fully conjugate full-conditional distributions,Skye A. Wills,USA,"USDA-Natural Resources Conservation
Service","USDA-Natural Resources Conservation
Service, National Soil Survey Center, Lincoln, NE, USA","Paul A. Parker a, Scott H. Holana and Skye A. Willsb
aDepartment of Statistics, University of Missouri, Columbia, MO, USA; bUSDA-Natural Resources Conservation
Service, National Soil Survey Center, Lincoln, NE, USA
",,,,,,,
34,10.1016/j.neunet.2020.03.022 (https://www.notion.so/10-1016-j-neunet-2020-03-022-10c0ee199b1d8102bec1e0971d936ea6?pvs=21),A fast conformal predictive system with regularized extreme learning machine,Di Wang,China,School of Electrical and Information Engineering,"School of Electrical and Information Engineering, Tianjin University, 300072, Tianjin, China
","Di Wang, Ping Wang ∗
, Yue Yuan, Pingping Wang, Junzhi Shi
School of Electrical and Information Engineering, Tianjin University, 300072, Tianjin, China",,,,,,,
34,10.1016/j.neunet.2020.03.022 (https://www.notion.so/10-1016-j-neunet-2020-03-022-10c0ee199b1d8102bec1e0971d936ea6?pvs=21),A fast conformal predictive system with regularized extreme learning machine,Ping Wang,China,School of Electrical and Information Engineering,"School of Electrical and Information Engineering, Tianjin University, 300072, Tianjin, China
","Di Wang, Ping Wang ∗
, Yue Yuan, Pingping Wang, Junzhi Shi
School of Electrical and Information Engineering, Tianjin University, 300072, Tianjin, China",,,,,,,
34,10.1016/j.neunet.2020.03.022 (https://www.notion.so/10-1016-j-neunet-2020-03-022-10c0ee199b1d8102bec1e0971d936ea6?pvs=21),A fast conformal predictive system with regularized extreme learning machine,Yue Yuan,China,School of Electrical and Information Engineering,"School of Electrical and Information Engineering, Tianjin University, 300072, Tianjin, China
","Di Wang, Ping Wang ∗
, Yue Yuan, Pingping Wang, Junzhi Shi
School of Electrical and Information Engineering, Tianjin University, 300072, Tianjin, China",,,,,,,
34,10.1016/j.neunet.2020.03.022 (https://www.notion.so/10-1016-j-neunet-2020-03-022-10c0ee199b1d8102bec1e0971d936ea6?pvs=21),A fast conformal predictive system with regularized extreme learning machine,Pingping Wang,China,School of Electrical and Information Engineering,"School of Electrical and Information Engineering, Tianjin University, 300072, Tianjin, China
","Di Wang, Ping Wang ∗
, Yue Yuan, Pingping Wang, Junzhi Shi
School of Electrical and Information Engineering, Tianjin University, 300072, Tianjin, China",,,,,,,
34,10.1016/j.neunet.2020.03.022 (https://www.notion.so/10-1016-j-neunet-2020-03-022-10c0ee199b1d8102bec1e0971d936ea6?pvs=21),A fast conformal predictive system with regularized extreme learning machine,Junzhi Shi,China,School of Electrical and Information Engineering,"School of Electrical and Information Engineering, Tianjin University, 300072, Tianjin, China
","Di Wang, Ping Wang ∗
, Yue Yuan, Pingping Wang, Junzhi Shi
School of Electrical and Information Engineering, Tianjin University, 300072, Tianjin, China",,,,,,,
35,WOS:000392285600027 (https://www.notion.so/WOS-000392285600027-10c0ee199b1d810fbc61f1a5813f96b6?pvs=21),Stock trend prediction based on a new status box method and AdaBoost probabilistic support vector machine,Xiao-dan Zhang,China,School of Mathematics and Physics,"School of Mathematics and Physics, University of Science and Technology Beijing, Xueyuan, Road No. 30 Haidian District, Beijing, China","Xiao-dan Zhanga,∗, Ang Li a, Ran Panb
a School of Mathematics and Physics, University of Science and Technology Beijing, Xueyuan, Road No. 30 Haidian District, Beijing, China b School of Mechanical Engineering, Imperial College London, London, UK",,,,,,,
35,WOS:000392285600027 (https://www.notion.so/WOS-000392285600027-10c0ee199b1d810fbc61f1a5813f96b6?pvs=21),Stock trend prediction based on a new status box method and AdaBoost probabilistic support vector machine,Ang Li,China,School of Mathematics and Physics,"School of Mathematics and Physics, University of Science and Technology Beijing, Xueyuan, Road No. 30 Haidian District, Beijing, China","Xiao-dan Zhanga,∗, Ang Li a, Ran Panb
a School of Mathematics and Physics, University of Science and Technology Beijing, Xueyuan, Road No. 30 Haidian District, Beijing, China b School of Mechanical Engineering, Imperial College London, London, UK",,,,,,,
35,WOS:000392285600027 (https://www.notion.so/WOS-000392285600027-10c0ee199b1d810fbc61f1a5813f96b6?pvs=21),Stock trend prediction based on a new status box method and AdaBoost probabilistic support vector machine,Ran Pan,United Kingdom,School of Mechanical Engineering,"School of Mechanical Engineering, Imperial College London, London, UK","Xiao-dan Zhanga,∗, Ang Li a, Ran Panb
a School of Mathematics and Physics, University of Science and Technology Beijing, Xueyuan, Road No. 30 Haidian District, Beijing, China b School of Mechanical Engineering, Imperial College London, London, UK",,,,,,,
36,10.1504/ijebr.2023.127271 (https://www.notion.so/10-1504-ijebr-2023-127271-10c0ee199b1d8136af5fedad74684bf0?pvs=21),Technical analysis forecasting and evaluation of stock markets: the probabilistic recovery neural network approach,Andreas Maniatopoulos,Greece,Department of Electrical and Computer Engineering,"Department of Electrical and Computer Engineering,
Democritus University of Thrace,
Xanthi, 67100, Greece","Andreas Maniatopoulos*, Alexandros Gazis
and Nikolaos Mitianoudis
Department of Electrical and Computer Engineering,
Democritus University of Thrace,
Xanthi, 67100, Greece
",,,,,,,
36,10.1504/ijebr.2023.127271 (https://www.notion.so/10-1504-ijebr-2023-127271-10c0ee199b1d8136af5fedad74684bf0?pvs=21),Technical analysis forecasting and evaluation of stock markets: the probabilistic recovery neural network approach,Alexandros Gazis,Greece,Department of Electrical and Computer Engineering,"Department of Electrical and Computer Engineering,
Democritus University of Thrace,
Xanthi, 67100, Greece","Andreas Maniatopoulos*, Alexandros Gazis
and Nikolaos Mitianoudis
Department of Electrical and Computer Engineering,
Democritus University of Thrace,
Xanthi, 67100, Greece
",,,,,,,
36,10.1504/ijebr.2023.127271 (https://www.notion.so/10-1504-ijebr-2023-127271-10c0ee199b1d8136af5fedad74684bf0?pvs=21),Technical analysis forecasting and evaluation of stock markets: the probabilistic recovery neural network approach,Nikolaos Mitianoudis,Greece,Department of Electrical and Computer Engineering,"Department of Electrical and Computer Engineering,
Democritus University of Thrace,
Xanthi, 67100, Greece","Andreas Maniatopoulos*, Alexandros Gazis
and Nikolaos Mitianoudis
Department of Electrical and Computer Engineering,
Democritus University of Thrace,
Xanthi, 67100, Greece
",,,,,,,
37,2-s2.0-85177977642 (https://www.notion.so/2-s2-0-85177977642-1310ee199b1d811e83f3e98beb73604e?pvs=21),Black-Litterman Portfolio Optimization Using Gaussian Process Regression,Zhen Li,China,School of Business,"School of Business, Putian
University, Putian Fujian 351100, China. ","Manuscript received May. 3, 2023; revised Sep.18, 2023. This work
is supported by the National Natural Science Foundation of China (No.
71971132), the Fundamental Research Funds for the Central Universities
(No. 2020110552), and the general program of National Social Science
Foundation (No. 22BGL297). This work is also supported by the special
fund for spiritual research of the 20th CPC national Congress from
Shanghai Business School (No. AX-10999-1103-1102).
Zhen Li is an associate professor in the School of Business, Putian
University, Putian Fujian 351100, China. E-mail: mailto:408053275@qq.com.
Changfei Li is an assistant in the School of Humanities and Management, Shandong Modern University, Jinan Shandong 250104, China
(Corresponding author, e-mail: mailto:992604400@qq.com).
Liangyu Min is a lecturer in the Faculty of Business Information, Shanghai Business School, Shanghai 201400, China. Email:21220001@sbs.edu.cn.
Dijia Lin is a PhD candidate of School of Information Management
& Engineering, Shanghai University of Finance & Economics, Shanghai
200433, China. mailto:E-mail:dijialin@163.sufe.edu.cn.
",,,,,,,
37,2-s2.0-85177977642 (https://www.notion.so/2-s2-0-85177977642-1310ee199b1d811e83f3e98beb73604e?pvs=21),Black-Litterman Portfolio Optimization Using Gaussian Process Regression,Changfei Li,China,School of Humanities and Management,"School of Humanities and Management, Shandong Modern University, Jinan Shandong 250104, China
(Corresponding author, e-mail: mailto:992604400@qq.com).","Manuscript received May. 3, 2023; revised Sep.18, 2023. This work
is supported by the National Natural Science Foundation of China (No.
71971132), the Fundamental Research Funds for the Central Universities
(No. 2020110552), and the general program of National Social Science
Foundation (No. 22BGL297). This work is also supported by the special
fund for spiritual research of the 20th CPC national Congress from
Shanghai Business School (No. AX-10999-1103-1102).
Zhen Li is an associate professor in the School of Business, Putian
University, Putian Fujian 351100, China. E-mail: mailto:408053275@qq.com.
Changfei Li is an assistant in the School of Humanities and Management, Shandong Modern University, Jinan Shandong 250104, China
(Corresponding author, e-mail: mailto:992604400@qq.com).
Liangyu Min is a lecturer in the Faculty of Business Information, Shanghai Business School, Shanghai 201400, China. Email:21220001@sbs.edu.cn.
Dijia Lin is a PhD candidate of School of Information Management
& Engineering, Shanghai University of Finance & Economics, Shanghai
200433, China. mailto:E-mail:dijialin@163.sufe.edu.cn.
",,,,,,,
37,2-s2.0-85177977642 (https://www.notion.so/2-s2-0-85177977642-1310ee199b1d811e83f3e98beb73604e?pvs=21),Black-Litterman Portfolio Optimization Using Gaussian Process Regression,Liangyu Min,China," Faculty of Business Information","Faculty of Business Information, Shanghai Business School, Shanghai 201400, China. Email:21220001@sbs.edu.cn.","Manuscript received May. 3, 2023; revised Sep.18, 2023. This work
is supported by the National Natural Science Foundation of China (No.
71971132), the Fundamental Research Funds for the Central Universities
(No. 2020110552), and the general program of National Social Science
Foundation (No. 22BGL297). This work is also supported by the special
fund for spiritual research of the 20th CPC national Congress from
Shanghai Business School (No. AX-10999-1103-1102).
Zhen Li is an associate professor in the School of Business, Putian
University, Putian Fujian 351100, China. E-mail: mailto:408053275@qq.com.
Changfei Li is an assistant in the School of Humanities and Management, Shandong Modern University, Jinan Shandong 250104, China
(Corresponding author, e-mail: mailto:992604400@qq.com).
Liangyu Min is a lecturer in the Faculty of Business Information, Shanghai Business School, Shanghai 201400, China. Email:21220001@sbs.edu.cn.
Dijia Lin is a PhD candidate of School of Information Management
& Engineering, Shanghai University of Finance & Economics, Shanghai
200433, China. mailto:E-mail:dijialin@163.sufe.edu.cn.
",,,,,,,
37,2-s2.0-85177977642 (https://www.notion.so/2-s2-0-85177977642-1310ee199b1d811e83f3e98beb73604e?pvs=21),Black-Litterman Portfolio Optimization Using Gaussian Process Regression,Dijia Lin,China,"School of Information Management
& Engineering","School of Information Management
& Engineering, Shanghai University of Finance & Economics, Shanghai
200433, China.","Manuscript received May. 3, 2023; revised Sep.18, 2023. This work
is supported by the National Natural Science Foundation of China (No.
71971132), the Fundamental Research Funds for the Central Universities
(No. 2020110552), and the general program of National Social Science
Foundation (No. 22BGL297). This work is also supported by the special
fund for spiritual research of the 20th CPC national Congress from
Shanghai Business School (No. AX-10999-1103-1102).
Zhen Li is an associate professor in the School of Business, Putian
University, Putian Fujian 351100, China. E-mail: mailto:408053275@qq.com.
Changfei Li is an assistant in the School of Humanities and Management, Shandong Modern University, Jinan Shandong 250104, China
(Corresponding author, e-mail: mailto:992604400@qq.com).
Liangyu Min is a lecturer in the Faculty of Business Information, Shanghai Business School, Shanghai 201400, China. Email:21220001@sbs.edu.cn.
Dijia Lin is a PhD candidate of School of Information Management
& Engineering, Shanghai University of Finance & Economics, Shanghai
200433, China. mailto:E-mail:dijialin@163.sufe.edu.cn.
",,,,,,,
38,WOS:000829767000001 (https://www.notion.so/WOS-000829767000001-1200ee199b1d812c8f7fd38659e5abcf?pvs=21),Research on Risk Features and Prediction of China's Crude Oil Futures Market Based on Machine Learning,Yaoqi Guo,China,School of Mathematics and Statistics,"School of Mathematics and Statistics, Central South University, Changsha, China","Yaoqi Guo1
, Shuchang Zhang1 and Yanqiong Liu2
*
1
School of Mathematics and Statistics, Central South University, Changsha, China, 2
School of Mathematics and Statistics, Hunan
First Normal University, Changsha, china",,,,,,,
38,WOS:000829767000001 (https://www.notion.so/WOS-000829767000001-1200ee199b1d812c8f7fd38659e5abcf?pvs=21),Research on Risk Features and Prediction of China's Crude Oil Futures Market Based on Machine Learning,Shuchang Zhang,China,School of Mathematics and Statistics,"School of Mathematics and Statistics, Central South University, Changsha, China","Yaoqi Guo1
, Shuchang Zhang1 and Yanqiong Liu2
*
1
School of Mathematics and Statistics, Central South University, Changsha, China, 2
School of Mathematics and Statistics, Hunan
First Normal University, Changsha, china",,,,,,,
38,WOS:000829767000001 (https://www.notion.so/WOS-000829767000001-1200ee199b1d812c8f7fd38659e5abcf?pvs=21),Research on Risk Features and Prediction of China's Crude Oil Futures Market Based on Machine Learning,Yanqiong Liu,China,School of Mathematics and Statistics,"School of Mathematics and Statistics, Hunan
First Normal University, Changsha, china","Yaoqi Guo1
, Shuchang Zhang1 and Yanqiong Liu2
*
1
School of Mathematics and Statistics, Central South University, Changsha, China, 2
School of Mathematics and Statistics, Hunan
First Normal University, Changsha, china",,,,,,,
39,WOS:000864527500006 (https://www.notion.so/WOS-000864527500006-1200ee199b1d81ef9d2bc3cda611ae28?pvs=21),A non-ferrous metal price ensemble prediction system based on innovative combined kernel extreme learning machine and chaos theory,Honggang Guo,China,School of Statistics,"School of Statistics, Dongbei University of Finance and Economics, 116025, Dalian, China","Honggang Guo a
, Jianzhou Wang a,*
, Zhiwu Li b
, Haiyan Lu c
, Linyue Zhang a
a School of Statistics, Dongbei University of Finance and Economics, 116025, Dalian, China b Institute of Systems Engineering, Macau University of Science and Technology, Macau, 999078, China c Department of Software Engineering, University of Technology Sydney, Sydney, Australia ",,,,,,,
39,WOS:000864527500006 (https://www.notion.so/WOS-000864527500006-1200ee199b1d81ef9d2bc3cda611ae28?pvs=21),A non-ferrous metal price ensemble prediction system based on innovative combined kernel extreme learning machine and chaos theory,Jianzhou Wang,China,School of Statistics,"School of Statistics, Dongbei University of Finance and Economics, 116025, Dalian, China","Honggang Guo a
, Jianzhou Wang a,*
, Zhiwu Li b
, Haiyan Lu c
, Linyue Zhang a
a School of Statistics, Dongbei University of Finance and Economics, 116025, Dalian, China b Institute of Systems Engineering, Macau University of Science and Technology, Macau, 999078, China c Department of Software Engineering, University of Technology Sydney, Sydney, Australia ",,,,,,,
39,WOS:000864527500006 (https://www.notion.so/WOS-000864527500006-1200ee199b1d81ef9d2bc3cda611ae28?pvs=21),A non-ferrous metal price ensemble prediction system based on innovative combined kernel extreme learning machine and chaos theory,Zhiwu Li,China,Institute of Systems Engineering,"Institute of Systems Engineering, Macau University of Science and Technology, Macau, 999078, China","Honggang Guo a
, Jianzhou Wang a,*
, Zhiwu Li b
, Haiyan Lu c
, Linyue Zhang a
a School of Statistics, Dongbei University of Finance and Economics, 116025, Dalian, China b Institute of Systems Engineering, Macau University of Science and Technology, Macau, 999078, China c Department of Software Engineering, University of Technology Sydney, Sydney, Australia ",,,,,,,
39,WOS:000864527500006 (https://www.notion.so/WOS-000864527500006-1200ee199b1d81ef9d2bc3cda611ae28?pvs=21),A non-ferrous metal price ensemble prediction system based on innovative combined kernel extreme learning machine and chaos theory,Haiyan Lu,Australia,Department of Software Engineering,"Department of Software Engineering, University of Technology Sydney, Sydney, Australia","Honggang Guo a
, Jianzhou Wang a,*
, Zhiwu Li b
, Haiyan Lu c
, Linyue Zhang a
a School of Statistics, Dongbei University of Finance and Economics, 116025, Dalian, China b Institute of Systems Engineering, Macau University of Science and Technology, Macau, 999078, China c Department of Software Engineering, University of Technology Sydney, Sydney, Australia ",,,,,,,
39,WOS:000864527500006 (https://www.notion.so/WOS-000864527500006-1200ee199b1d81ef9d2bc3cda611ae28?pvs=21),A non-ferrous metal price ensemble prediction system based on innovative combined kernel extreme learning machine and chaos theory,Linyue Zhang,China,School of Statistics,"School of Statistics, Dongbei University of Finance and Economics, 116025, Dalian, China","Honggang Guo a
, Jianzhou Wang a,*
, Zhiwu Li b
, Haiyan Lu c
, Linyue Zhang a
a School of Statistics, Dongbei University of Finance and Economics, 116025, Dalian, China b Institute of Systems Engineering, Macau University of Science and Technology, Macau, 999078, China c Department of Software Engineering, University of Technology Sydney, Sydney, Australia ",,,,,,,
40,WOS:000549854400025 (https://www.notion.so/WOS-000549854400025-1200ee199b1d81e0a0e4ce896450d4a0?pvs=21),Multivariate Financial Time-Series Prediction With Certified Robustness,HUI LI,China,School of Labor Economics,"School of Labor Economics, Capital University of Economies and Business, Beijing 100026, China","HUI LI1
, YUNPENG CUI2,7, SHUO WANG 3,4, (Member, IEEE),
JUAN LIU2,7, JINYUAN QIN5
, AND YILIN YANG6
1School of Labor Economics, Capital University of Economies and Business, Beijing 100026, China
2Key Laboratory of Agricultural Big Data, Ministry of Agriculture and Rural, Beijing 100081, China
3Faculty of Information Technology, Monash University, Melbourne, VIC 3800, Australia
4CSIRO, Canberra, ACT 2601, Australia
5Faculty of Business and Economics, University of Melbourne, Melbourne, VIC 3010, Australia
6Faculty of Science, The University of British Columbia, Vancouver, BC V6T 1Z4, Canada
7Agriculture Information Institute, Chinese Academy of Agricultural Sciences, Beijing 100081, China",,,,,,,
40,WOS:000549854400025 (https://www.notion.so/WOS-000549854400025-1200ee199b1d81e0a0e4ce896450d4a0?pvs=21),Multivariate Financial Time-Series Prediction With Certified Robustness,YUNPENG CUI,China,Key Laboratory of Agricultural Big Data,"Key Laboratory of Agricultural Big Data, Ministry of Agriculture and Rural, Beijing 100081, China","HUI LI1
, YUNPENG CUI2,7, SHUO WANG 3,4, (Member, IEEE),
JUAN LIU2,7, JINYUAN QIN5
, AND YILIN YANG6
1School of Labor Economics, Capital University of Economies and Business, Beijing 100026, China
2Key Laboratory of Agricultural Big Data, Ministry of Agriculture and Rural, Beijing 100081, China
3Faculty of Information Technology, Monash University, Melbourne, VIC 3800, Australia
4CSIRO, Canberra, ACT 2601, Australia
5Faculty of Business and Economics, University of Melbourne, Melbourne, VIC 3010, Australia
6Faculty of Science, The University of British Columbia, Vancouver, BC V6T 1Z4, Canada
7Agriculture Information Institute, Chinese Academy of Agricultural Sciences, Beijing 100081, China",,Agriculture Information Institute,"Agriculture Information Institute, Chinese Academy of Agricultural Sciences, Beijing 100081, China",,,,
40,WOS:000549854400025 (https://www.notion.so/WOS-000549854400025-1200ee199b1d81e0a0e4ce896450d4a0?pvs=21),Multivariate Financial Time-Series Prediction With Certified Robustness,SHUO WANG,Australia,Faculty of Information Technology,"Faculty of Information Technology, Monash University, Melbourne, VIC 3800, Australia","HUI LI1
, YUNPENG CUI2,7, SHUO WANG 3,4, (Member, IEEE),
JUAN LIU2,7, JINYUAN QIN5
, AND YILIN YANG6
1School of Labor Economics, Capital University of Economies and Business, Beijing 100026, China
2Key Laboratory of Agricultural Big Data, Ministry of Agriculture and Rural, Beijing 100081, China
3Faculty of Information Technology, Monash University, Melbourne, VIC 3800, Australia
4CSIRO, Canberra, ACT 2601, Australia
5Faculty of Business and Economics, University of Melbourne, Melbourne, VIC 3010, Australia
6Faculty of Science, The University of British Columbia, Vancouver, BC V6T 1Z4, Canada
7Agriculture Information Institute, Chinese Academy of Agricultural Sciences, Beijing 100081, China",,CSIRO,"4CSIRO, Canberra, ACT 2601, Australia",,,,
40,WOS:000549854400025 (https://www.notion.so/WOS-000549854400025-1200ee199b1d81e0a0e4ce896450d4a0?pvs=21),Multivariate Financial Time-Series Prediction With Certified Robustness,JUAN LIU,China,Key Laboratory of Agricultural Big Data,"Key Laboratory of Agricultural Big Data, Ministry of Agriculture and Rural, Beijing 100081, China","HUI LI1
, YUNPENG CUI2,7, SHUO WANG 3,4, (Member, IEEE),
JUAN LIU2,7, JINYUAN QIN5
, AND YILIN YANG6
1School of Labor Economics, Capital University of Economies and Business, Beijing 100026, China
2Key Laboratory of Agricultural Big Data, Ministry of Agriculture and Rural, Beijing 100081, China
3Faculty of Information Technology, Monash University, Melbourne, VIC 3800, Australia
4CSIRO, Canberra, ACT 2601, Australia
5Faculty of Business and Economics, University of Melbourne, Melbourne, VIC 3010, Australia
6Faculty of Science, The University of British Columbia, Vancouver, BC V6T 1Z4, Canada
7Agriculture Information Institute, Chinese Academy of Agricultural Sciences, Beijing 100081, China",,,,,,,
40,WOS:000549854400025 (https://www.notion.so/WOS-000549854400025-1200ee199b1d81e0a0e4ce896450d4a0?pvs=21),Multivariate Financial Time-Series Prediction With Certified Robustness," JINYUAN QIN",Australia,Faculty of Business and Economics,"Faculty of Business and Economics, University of Melbourne, Melbourne, VIC 3010, Australia","HUI LI1
, YUNPENG CUI2,7, SHUO WANG 3,4, (Member, IEEE),
JUAN LIU2,7, JINYUAN QIN5
, AND YILIN YANG6
1School of Labor Economics, Capital University of Economies and Business, Beijing 100026, China
2Key Laboratory of Agricultural Big Data, Ministry of Agriculture and Rural, Beijing 100081, China
3Faculty of Information Technology, Monash University, Melbourne, VIC 3800, Australia
4CSIRO, Canberra, ACT 2601, Australia
5Faculty of Business and Economics, University of Melbourne, Melbourne, VIC 3010, Australia
6Faculty of Science, The University of British Columbia, Vancouver, BC V6T 1Z4, Canada
7Agriculture Information Institute, Chinese Academy of Agricultural Sciences, Beijing 100081, China",,,,,,,
40,WOS:000549854400025 (https://www.notion.so/WOS-000549854400025-1200ee199b1d81e0a0e4ce896450d4a0?pvs=21),Multivariate Financial Time-Series Prediction With Certified Robustness,YILIN YANG,Canada,Faculty of Science,"Faculty of Science, The University of British Columbia, Vancouver, BC V6T 1Z4, Canada","HUI LI1
, YUNPENG CUI2,7, SHUO WANG 3,4, (Member, IEEE),
JUAN LIU2,7, JINYUAN QIN5
, AND YILIN YANG6
1School of Labor Economics, Capital University of Economies and Business, Beijing 100026, China
2Key Laboratory of Agricultural Big Data, Ministry of Agriculture and Rural, Beijing 100081, China
3Faculty of Information Technology, Monash University, Melbourne, VIC 3800, Australia
4CSIRO, Canberra, ACT 2601, Australia
5Faculty of Business and Economics, University of Melbourne, Melbourne, VIC 3010, Australia
6Faculty of Science, The University of British Columbia, Vancouver, BC V6T 1Z4, Canada
7Agriculture Information Institute, Chinese Academy of Agricultural Sciences, Beijing 100081, China",,,,,,,
