ID,Title,Abstract,DOI,Keywords,Origin,Summary,Financial instrument?,Instrument,AI?,Probabilistic?
WOS:000497715600001,Systematic analysis and review of stock market prediction techniques,"Prediction of stock market trends is considered as an important task and is of great attention as predicting stock prices successfully may lead to attractive profits by making proper decisions. Stock market prediction is a major challenge owing to non-stationary, blaring, and chaotic data, and thus, the prediction becomes challenging among the investors to invest the money for making profits. Several techniques are devised in the existing techniques to predict the stock market trends. This work presents the detailed review of 50 research papers suggesting the methodologies, like Bayesian model, Fuzzy classifier, Artificial Neural Networks (ANN), Support Vector Machine (SVM) classifier, Neural Network (NN), Machine Learning Methods and so on, based on stock market prediction. The obtained papers are classified based on different prediction and clustering techniques. The research gaps and the challenges faced by the existing techniques are listed and elaborated, which help the researchers to upgrade the future works. The works are analyzed using certain datasets, software tools, performance evaluation measures, prediction techniques utilized, and performance attained by different techniques. The commonly used technique for attaining effective stock market prediction is ANN and the fuzzy-based technique. Even though a lot of research efforts, the current stock market prediction technique still have many limits. From this survey, it can be concluded that the stock market prediction is a very complex task, and different factors should be considered for predicting the future of the market more accurately and efficiently. (C) 2019 Published by Elsevier Inc.",10.1016/j.cosrev.2019.08.001,Stock market prediction; Bayesian model; Fuzzy classifier; ANN; Classification; Clustering,WOS,"Comprehensive review of 50 research papers on stock market prediction techniques, highlighting methodologies like Bayesian models, ANN, SVM, and identifying research gaps.",✔️,Stock,✔️,?
10.1038/s41467-024-48024-7,Task-oriented machine learning surrogates for tipping points of agent-based models,"We present a machine learning framework bridging manifold learning, neural networks, Gaussian processes, and Equation-Free multiscale approach, for the construction of different types of effective reduced order models from detailed agent-based simulators and the systematic multiscale numerical analysis of their emergent dynamics. The specific tasks of interest here include the detection of tipping points, and the uncertainty quantification of rare events near them. Our illustrative examples are an event-driven, stochastic financial market model describing the mimetic behavior of traders, and a compartmental stochastic epidemic model on an Erdös-Rényi network. We contrast the pros and cons of the different types of surrogate models and the effort involved in learning them. Importantly, the proposed framework reveals that, around the tipping points, the emergent dynamics of both benchmark examples can be effectively described by a one-dimensional stochastic differential equation, thus revealing the intrinsic dimensionality of the normal form of the specific type of the tipping point. This allows a significant reduction in the computational cost of the tasks of interest. © The Author(s) 2024.",10.1038/s41467-024-48024-7,,SCOPUS,"A machine learning framework combining manifold learning, neural networks, and Gaussian processes is proposed to detect tipping points and quantify uncertainty in agent-based models of financial markets and epidemics.",✔️,Financial Market,✔️,✔️
10.1504/ijebr.2023.127271,Technical analysis forecasting and evaluation of stock markets: the probabilistic recovery neural network approach,"The market efficiency theory suggests that stock market pricing reflects all publicly available information regarding a given stock. To outperform the market, a shareholder must study the market’s price volume patterns and predict human behaviour and tendencies. Except for conventional approaches based on fundamental or technical analysis, new tools are currently proposed using big data and artificial intelligence. This publication analyses and evaluates four commonly used deep-learning artificial neural network models. Then, it proposes a new method by adopting the ‘probabilistic recovery’ algorithmic approach. The dataset used consists of 501 unique company names based on real data derived from US Dow Jones. This method closely follows the market’s behaviour, providing daily upwards-downwards data trends. The proposed system can be used as a tool for technical analysis regarding the prediction accuracy of trading strategies, providing approximately 60% future movements’ accuracy, over 90% relative price prediction and annual investment return slightly over 60%. Copyright © 2023 Inderscience Enterprises Ltd.",10.1504/ijebr.2023.127271,algorithmic trading; CNNs; decision making; finance convolutional neural networks; finance generative adversarial networks; fully connected neural networks; neural networks; probablistic neural network; recurrent neural networks; RNNs; stock market dynamics; stock market forecast; stock market neural networks forecasting; stock market prediction; technical analysis; technical indicators; trading strategies,SCOPUS,"Evaluates deep-learning neural network models for stock market forecasting and introduces a probabilistic recovery algorithm, achieving significant prediction accuracies in market trends and price movements.",✔️,Stock market,✔️,✔️
WOS:000683624300001,Temporal mixture ensemble models for probabilistic forecasting of intraday cryptocurrency volume,"We study the problem of the intraday short-term volume forecasting in cryptocurrency multi-markets. The predictions are built by using transaction and order book data from different markets where the exchange takes place. Methodologically, we propose a temporal mixture ensemble, capable of adaptively exploiting, for the forecasting, different sources of data and providing a volume point estimate, as well as its uncertainty. We provide evidence of the clear outperformance of our model with respect to econometric models. Moreover our model performs slightly better than Gradient Boosting Machine while having a much clearer interpretability of the results. Finally, we show that the above results are robust also when restricting the prediction analysis to each volume quartile.",10.1007/s10203-021-00344-9,Econometrics; Machine learning; Cryptocurrency markets; Temporal mixture ensemble,WOS,"Proposes a temporal mixture ensemble for probabilistic forecasting of intraday cryptocurrency volume, showing better performance than GARCH and other ML models.",✔️,Cryptocurrency Volume,✔️,✔️
WOS:000915922500001,"The British Stock Market, currencies, brexit, and media sentiments: A big data analysis","In this study, we use a machine learning framework and draw on an extensive body of media articles on Brexit to provide evidence of cointegration and causality between the sentiments of the media and the movement of British currency. Our contribution to the literature is novel. In addition to applying lexicons commonly used in sentiment analysis, we devise a method using Bayesian learning to create a more context-aware and informative lexicon for Brexit. By leveraging and extending this method, we reveal the relationship between original media senti-ment and related economic and financial variables. Our method is a distinct improvement over existing methods and can better predict out-of-sample outcomes than conventional ones.",10.1016/j.najef.2022.101861,Media sentiment; British Stock Market; British currency; Brexit; Machine learning,WOS,Utilizes a machine learning framework and sentiment analysis of Brexit-related media articles to establish causality and cointegration between media sentiments and British currency movements.,✔️,British Currency,✔️,❌
WOS:000745983600001,The Influence of Cognitive Biases and Financial Factors on Forecast Accuracy of Analysts,"The objective of this study was to jointly analyze the importance of cognitive and financial factors in the accuracy of profit forecasting by analysts. Data from publicly traded Brazilian companies in 2019 were obtained. We used text analysis to assess the cognitive biases from the qualitative reports of analysts. Further, we analyzed the data using statistical regression learning methods and statistical classification learning methods, such as Multiple Linear Regression (MRL), k-dependence Bayesian (k-DB), and Random Forest (RF). The Bayesian inference and classification methods allow an expansion of the research line, especially in the area of machine learning, which can benefit from the examples of factors addressed in this research. The results indicated that, among cognitive biases, optimism had a negative relationship with forecasting accuracy while anchoring bias had a positive relationship. Commonality, to a lesser extent, also had a positive relationship with the analyst's accuracy. Among financial factors, the most important aspects in the accuracy of analysts were volatility, indebtedness, and profitability. Age of the company, fair value, American Depositary Receipts (ADRs), performance, and loss were still important but on a smaller scale. The results of the RF models showed a greater explanatory power. This research sheds light on the cognitive as well as financial aspects that influence the analyst's accuracy, jointly using text analysis and machine learning methods, capable of improving the explanatory power of predictive models, together with the use of training models followed by testing.",10.3389/fpsyg.2021.773894,analysts' accuracy; analysts' forecast; cognitive biases; text analysis; random forest,WOS,"This study examines how cognitive biases and financial factors impact the accuracy of financial analysts' profit forecasts, utilizing machine learning and text analysis to identify key determinants and enhance predictive models.",✔️,Profit forecasts,✔️,?
WOS:000254056900005,The Markov-switching multifractal model of asset returns: GMM estimation and linear forecasting of volatility,"Multifractal processes have recently been proposed as a new formalism for modeling the time series of returns in finance. The major attraction of these processes is their ability to generate various degrees of long memory in different powers of returns-a feature that has been found in virtually all financial data. Initial difficulties stemming from nonstationarity and the combinatorial nature of the original model have been overcome by the introduction of an iterative Markov-switching multifractal model which allows for estimation of its parameters via maximum likelihood (ML) and Bayesian forecasting of volatility. However, applicability of MLE is restricted to cases with a discrete distribution of volatility components. From a practical point of view, ML also becomes computationally unfeasible for large numbers of components even if they are drawn from a discrete distribution. Here we propose an alternative generalized method of moments (GMM) estimator together with linear forecasts which in principle is applicable for any continuous distribution with any number of volatility components. Monte Carlo studies show that GMM performs reasonably well for the popular binomial and lognormal models and that the loss incurred with linear compared to optimal forecasts is small. Extending the number of volatility components beyond what is feasible with MLE leads to gains in forecasting accuracy for some time series.",10.1198/073500107000000403,generalized method of moments; Levinson-Durbin algorithm; long memory; multiplicative; volatility model,WOS,"The article introduces a generalized method of moments (GMM) estimator for Markov-switching multifractal models of asset returns, facilitating linear volatility forecasting and demonstrating improved forecasting accuracy through extensive Monte Carlo simulations.",✔️,Asset returns volatility,❌,✔️
WOS:000188597300010,The adaptive selection of financial and economic variables for use with artificial neural networks,"It has been widely accepted that predicting stock returns is not a simple task since many market factors are involved and their structural relationships are not perfectly linear. Recently, a promising data mining technique in machine learning has been proposed to uncover the predictive relationships of numerous financial and economic variables. Inspired by the fact that the determinant between these variables and their interrelationships over stock returns changes over time, we explore this issue further by using data mining to uncover the recent relevant variables with the greatest predictive ability. The objective is to examine whether using the recent relevant variables leads to additional improvements in stock return forecasting. Given evidence of non-linearity in the financial market, the resulting variables are then provided to neural networks, including probabilistic and feed-forward neural networks, for predicting the directions of future excess stock return. The results show that redeveloped neural network models that use the recent relevant variables generate higher profits with lower risks than the buy-and-hold strategy, conventional linear regression, and the random walk model, as well as the neural network models that use constant relevant variables. (C) 2003 Elsevier B.V. All rights reserved.",10.1016/j.neucom.2003.05.001,neural networks; variable relevance analysis; financial and economic variables; stock market prediction,WOS,"Uses machine learning and neural networks with adaptive selection of recent relevant variables to predict stock returns, showing improved profits and lower risks compared to traditional methods.",✔️,Stocks,✔️,❌
10.1504/IJGUC.2019.098213,The big data mining forecasting model based on combination of improved manifold learning and deep learning,"In this paper, we use the combination of Local Linear Embedding (LLE) with Continuous Deep Belief Networks (CDBN) as the input of RBF, and construct a mixed-feature RBF model. However, LLE depends too much on the local domain which is not easy to be determined, so we propose a new method, Kernel Entropy Linear Embedding (KELE) which uses Kernel Entropy Component Analysis (KECA) to transfer the non-linear problem into linear problem. CDBN has the difficulty in confirming network structure and lacks supervision, so we improve the situations by using the kernel entropy information obtained from KECA, which is called KECDBN. In the empirical part, we use the foreign exchange rate time series to examine the effects of the improved methods, and results show that both the KELE and the KECDBN show better effects in reducing dimensionality and extracting features, respectively, an also improve the prediction accuracy of the mixed-feature RBF. Copyright © 2019 Inderscience Enterprises Ltd.",10.1504/ijguc.2019.098213,CDBN; Continuous deep belief network; KECA; KECDBN; KELE; Kernel entropy component analysis; Kernel entropy continuous deep belief network; Kernel entropy linear embedding; LLE; Local linear embedding,SCOPUS,"The study develops a big data forecasting model combining improved manifold learning and deep learning techniques, enhancing prediction accuracy in foreign exchange rate time series.",✔️,Foreign exchange rates,✔️,❌
WOS:000620273200025,The impact of the global stock and energy market on EU ETS: A structural equation modelling approach,"The industrial revolution has brought about great development in the economy, but it has also increased the dependence on fossil energy. The emissions of CO2 and other greenhouse gases have contradicted economic development and the ecological environment. The establishment of the EU Emission Trading System (EU ETS) has improved the global carbon emission price mechanism, but as a new commodity, its price trend will affect buyers' risk evaluation. Therefore, it is influential to master the driving factors behind carbon emission prices and make effective predictions. First, the paper points out that the driving factors are divided into macroeconomic risk factors and energy factors. Second, the Bayesian Network is used to select variables and make prediction of carbon prices. The results show that its accuracy exceeds other machine learning algorithms. Third, a structural equation model is used to study the impact of the selected markets on the carbon market. Finally, from the perspective of global carbon emission reduction, the relationship between driving factors and the carbon futures market is explained. The empirical results show that Cotation Assistee en Continu 40, natural gas and Brent crude oil will directly affect the yield of European Union Allowances and Certified Emission Reduction futures, and the Standard Poor 500 and Global Clean Energy Index will indirectly affect the yield of European Union Allowances and Certified Emission Reduction futures. The energy market will affect the carbon market through the intermediary effect of the stock market, in which the clean energy index is the most relevant factor. From the perspective of how to improve the carbon trading system, this paper proposes suggestions for the sustainable development of the world to promote the virtuous cycle of the global carbon emission market and the high-quality development of the global economy. (C) 2020 Elsevier Ltd. All rights reserved.",10.1016/j.jclepro.2020.125140,EU ETS; Carbon price; Structural equation model; Bayesian network,WOS,"Analyzes the impact of global stock and energy markets on EU Emission Trading System (EU ETS) prices using Bayesian Networks and structural equation models, showing direct and indirect effects via stock markets.",✔️,"EU Allowances, Certified Emission Reduction futures",✔️,✔️
WOS:001066578500051,The roles of liquidity and delay in financial markets based on an optimal forecasting model,"We investigate the roles of liquidity and delay in financial markets through our proposed optimal forecasting model. The efficiency and liquidity of the financial market are examined using stochastic models that incorporate information delay. Based on machine learning, we estimate the in-sample and out-of-sample forecasting price performances of the six proposed methods using the likelihood function and Bayesian methods, and the out-of-sample prediction performance is compared with the benchmark model ARIMA-GARCH. We discover that the forecasting price performance of the proposed simplified delay stochastic model is superior to that of the benchmark methods by the test methods of a variety of loss function, superior predictive ability test (SPA), Akaike information criterion (AIC), and Bayesian information criterion (BIC). Using data from the Chinese stock market, the best forecasting model assesses the efficiency and liquidity of the financial market while accounting for information delay and trade probability. The rise in trade probability and delay time affects the stability of the return distribution and raises the risk, according to stochastic simulation. The empirical findings show that empirical and best forecasting approaches are compatible, that company size and liquidity (delay time) have an inverse relationship, and that delay time and liquidity have a nonlinear relationship. The most efficient have optimal liquidity.",10.1371/journal.pone.0290869,,WOS,"Investigates the impact of liquidity and information delay on financial market forecasting using machine learning models, demonstrating that optimized models outperform benchmarks in predicting market efficiency and liquidity-related risks.",✔️,Financial Markets,✔️,❌
https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9869829,Time Series Impact Through Topic Modeling,"A time-series of numerical data and a sequence of time-ordered documents are often correlated. This paper aims at modeling the impact that the underlying themes discussed in the text data have on the time series. To do so, we introduce an original topic model, Time Series Impact Through Topic Modeling (TSITM), that includes contextual data by coupling Latent Dirichlet Allocation (LDA) with linear regression, using an elastic net prior to set to zero the impact of uncorrelated topics. The resulting topics act as explanatory variables for the regression of the numerical time series, which allows us to understand the time series movements based on the events described on the text data. We have tested our model on two datasets: first, we used political news to explain the US president’s disapproval ratings; then, we considered a corpus of economic news to explain the financial returns of 4 different multinational corporations. Our experiments show that an appropriate selection of hyperparameters (via repeated random subsampling validation and Bayesian optimization) leads to significant correlations: both an intrinsic baseline and state of the art methods were significantly outperformed by TSITM in MSE, MAE and out-of-sample  $R^{2}$ , according to our hypothesis tests. We believe that this framework can be useful in the context of reputational risk management.",10.1109/access.2022.3202960,Time series analysis;Numerical models;Correlation;Data models;Predictive models;Social networking (online);Vocabulary;Natural language processing;Text analysis;Expectation-maximization algorithms;natural language processing;regression analysis;text mining;text analysis;time series analysis,IEEE,"Introduces TSITM, combining topic modeling with regression to explain financial returns of corporations based on economic news, outperforming baseline methods.",✔️,Financial Returns (Stocks),✔️,❌
10.5829/ije.2020.33.07a.16,Time series forecasting of bitcoin price based on autoregressive integrated moving average and machine learning approaches,"Bitcoin as the current leader in cryptocurrencies is a new asset class receiving significant attention in the financial and investment community and presents an interesting time series prediction problem. In this paper, some forecasting models based on classical like ARIMA and machine learning approaches including Kriging, Artificial Neural Network (ANN), Bayesian method, Support Vector Machine (SVM) and Random Forest (RF) are proposed and analyzed for modelling and forecasting the Bitcoin price. While some of the proposed models are univariate, the other models are multivariate and as a result, the maximum, minimum and the opening daily price of Bitcoin are also used in these models. The proposed models are applied on the Bitcoin price from December 18, 2019 to March 1, 2020 and their performances are compared in terms of the performance measures of RMSE and MAPE by Diebold- Mariano statistical test. Based on RMSE and MAPE measures, the results show that SVM provides the best performance among all the models. In addition, ARIMA and Bayesian approaches outperform other univariate models where they provide smaller values for RMSE and MAPE. © 2020 Materials and Energy Research Center. All rights reserved.",10.5829/ije.2020.33.07a.16,Bitcoin; Machine learning; Multivariate models; Time series forecasting,SCOPUS,"Presents nonlinear manifold learning techniques for high-dimensional time series forecasting, applied to foreign exchange rates.",✔️,Foreign Exchange Rates,✔️,❌
WOS:000592318300001,"Time series modelling, NARX neural network and hybrid KPCA-SVR approach to forecast the foreign exchange market in Mauritius","Purpose This study constructs time series model, artificial neural networks (ANNs) and statistical topologies to examine the volatility and forecast foreign exchange rates. The Mauritian forex market has been utilized as a case study, and daily data for nominal spot rate (during a time period of five years spanning from 2014 to 2018) for EUR/MUR, GBP/MUR, CAD/MUR and AUD/MUR have been applied for the predictions. Design/methodology/approach Autoregressive integrated moving average (ARIMA) and generalized autoregressive conditional heteroskedasticity (GARCH) models are used as a basis for time series modelling for the analysis, along with the non-linear autoregressive network with exogenous inputs (NARX) neural network backpropagation algorithm utilizing different training functions, namely, Levenberg-Marquardt (LM), Bayesian regularization and scaled conjugate gradient (SCG) algorithms. The study also features a hybrid kernel principal component analysis (KPCA) using the support vector regression (SVR) algorithm as an additional statistical tool to conduct financial market forecasting modelling. Mean squared error (MSE) and root mean square error (RMSE) are employed as indicators for the performance of the models. Findings The results demonstrated that the GARCH model performed better in terms of volatility clustering and prediction compared to the ARIMA model. On the other hand, the NARX model indicated that LM and Bayesian regularization training algorithms are the most appropriate method of forecasting the different currency exchange rates as the MSE and RMSE seemed to be the lowest error compared to the other training functions. Meanwhile, the results reported that NARX and KPCA-SVR topologies outperformed the linear time series models due to the theory based on the structural risk minimization principle. Finally, the comparison between the NARX model and KPCA-SVR illustrated that the NARX model outperformed the statistical prediction model. Overall, the study deduced that the NARX topology achieves better prediction performance results compared to time series and statistical parameters. Research limitations/implications The foreign exchange market is considered to be instable owing to uncertainties in the economic environment of any country and thus, accurate forecasting of foreign exchange rates is crucial for any foreign exchange activity. The study has an important economic implication as it will help researchers, investors, traders, speculators and financial analysts, users of financial news in banking and financial institutions, money changers, non-banking financial companies and stock exchange institutions in Mauritius to take investment decisions in terms of international portfolios. Moreover, currency rates instability might raise transaction costs and diminish the returns in terms of international trade. Exchange rate volatility raises the need to implement a highly organized risk management measures so as to disclose future trend and movement of the foreign currencies which could act as an essential guidance for foreign exchange participants. By this way, they will be more alert before conducting any forex transactions including hedging, asset pricing or any speculation activity, take corrective actions, thus preventing them from making any potential losses in the future and gain more profit. Originality/value This is one of the first studies applying artificial intelligence (AI) while making use of time series modelling, the NARX neural network backpropagation algorithm and hybrid KPCA-SVR to predict forex using multiple currencies in the foreign exchange market in Mauritius.",10.1108/ajems-04-2019-0161,Forex market; Time series model; Artificial intelligence; ARIMA; GARCH; ANN; NARX; KPCA-SVR,WOS,"Applies time series models, NARX neural networks, and KPCA-SVR hybrid models to forecast forex rates in Mauritius, finding NARX outperforms others.",✔️,"Forex (EUR/MUR, GBP/MUR, etc.)",✔️,❌
WOS:000863319300002,"Time-series forecasting using manifold learning, radial basis function interpolation, and geometric harmonics","We address a three-tier numerical framework based on nonlinear manifold learning for the forecasting of high-dimensional time series, relaxing the ""curse of dimensionality "" related to the training phase of surrogate/machine learning models. At the first step, we embed the high-dimensional time series into a reduced low-dimensional space using nonlinear manifold learning (local linear embedding and parsimonious diffusion maps). Then, we construct reduced-order surrogate models on the manifold (here, for our illustrations, we used multivariate autoregressive and Gaussian process regression models) to forecast the embedded dynamics. Finally, we solve the pre-image problem, thus lifting the embedded time series back to the original high-dimensional space using radial basis function interpolation and geometric harmonics. The proposed numerical data-driven scheme can also be applied as a reduced-order model procedure for the numerical solution/propagation of the (transient) dynamics of partial differential equations (PDEs). We assess the performance of the proposed scheme via three different families of problems: (a) the forecasting of synthetic time series generated by three simplistic linear and weakly nonlinear stochastic models resembling electroencephalography signals, (b) the prediction/propagation of the solution profiles of a linear parabolic PDE and the Brusselator model (a set of two nonlinear parabolic PDEs), and (c) the forecasting of a real-world data set containing daily time series of ten key foreign exchange rates spanning the time period 3 September 2001-29 October 2020. Published under an exclusive license by AIP Publishing.",10.1063/5.0094887,,WOS,"Develops a manifold learning-based framework for forecasting high-dimensional time series, demonstrated on synthetic data and foreign exchange rates.",✔️,Foreign Exchange Rates,✔️,✔️
WOS:001023114600001,Treatment Effect Risk: Bounds and Inference,"Because the average treatment effect (ATE) measures the change in social welfare, even if positive, there is a risk of negative effect on, say, some 10% of the population. Assessing such risk is difficult, however, because any one individual treatment effect (ITE) is never observed, so the 10% worst-affected cannot be identified, whereas distributional treatment effects only compare the first deciles within each treatment group, which does not correspond to any 10% subpopulation. In this paper, we consider how to nonetheless assess this important risk measure, formalized as the conditional value at risk (CVaR) of the ITE distribution. We leverage the availability of pretreatment covariates and characterize the tightest possible upper and lower bounds on ITE-CVaR given by the covariate-conditional average treatment effect (CATE) function. We then proceed to study how to estimate these bounds efficiently from data and construct confidence intervals. This is challenging even in randomized experiments as it requires understanding the distribution of the unknown CATE function, which can be very complex if we use rich covariates to best control for heterogeneity. We develop a debiasing method that overcomes this and prove it enjoys favorable statistical properties even when CATE and other nuisances are estimated by black box machine learning or even inconsistently. Studying a hypothetical change to French job search counseling services, our bounds and inference demonstrate a small social benefit entails a negative impact on a substantial subpopulation.",10.1287/mnsc.2023.4819,individual treatment effect; conditional average treatment effect; conditional value at risk; partial identification; debiased machine learning,WOS,"Discusses bounds on conditional value at risk of treatment effects in causal inference using Bayesian methods, allowing for uncertainty in estimates.",❌,?,✔️,✔️
WOS:000294432100009,Trend forecasting of financial time series using PIPs detection and continuous HMM,"Many machine learning methods in Artificial intelligence literature, such as Neural Networks, Genetic Algorithms, SVM, and Case-Based Reasoning, have been applied to forecast the financial market with high irregularity and uncertatinty. Among them, SVM is the most representative method that models and forecasts financial time series. However, SVM cannot reflect on the dynamic characteristic of financial time series effectively due to its superior generalization performance. And we cannot guarantee that the parameters of SVM have the optimum values, since they are locally searched owing to the limited time bound. These vulnerabilities are the main factors that degenerates the forecasting performance of SVM. On the other hand, continuous HMM can effectively capture the irregular and dynamic movement of financial time series with a non-stationary property, since it models a financial time series stochastically, rather than deterministically. Therefore, this paper suggests a new method that constructs the trend forecasting model of financial time series. It firstly detects PIPs indicating the significant turnabout of trend in each financial time series. And then the detected PIPs are used to construtct its trend forecasting model based on continuous HMM. In the experiment with various financial time series datasets we demonstrate its superiority.",10.3233/ida-2011-0495,Trend forecasting; financial time series; PIPs detection; Continuous Hidden Markov Model,WOS,"A trend forecasting model for financial time series is developed using PIPs detection and continuous Hidden Markov Models, demonstrating superiority over existing methods.",✔️,Financial Time Series,✔️,❌
https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10122777,"Uncertainties in Onboard Algorithms for Autonomous Vehicles: Challenges, Mitigation, and Perspectives","Autonomous driving is considered one of the revolutionary technologies shaping humanity’s future mobility and quality of life. However, safety remains a critical hurdle in the way of commercialization and widespread deployment of autonomous vehicles on public roads. Safety concerns require the autonomous driving system to handle uncertainties from multiple sources that are either preexisting, e.g., the stochastic behavior of traffic participants or scenario occlusion, or introduced as a result of processing, e.g., the application of neural networks. Thus, it is crucial to analyze the sources of uncertainties and quantify the risks associated with them, including the propagated risks that accumulate in the decision-making system. In this context, this paper provides an overview of uncertainty challenges and state-of-the-art techniques for mitigating these challenges. We argue that the uncertainties mainly originate from two aspects: 1) the external traffic environment, and 2) the internal autonomous driving system. Specifically, this paper first analyzes the safety challenges caused by the uncertainties and summarizes their sources. In addition, the corresponding techniques that mitigate and quantify the risk of uncertainties are presented. Finally, research perspectives are highlighted to facilitate future studies for guaranteeing the safety of autonomous vehicles.",10.1109/tits.2023.3270887,Uncertainty;Safety;Autonomous vehicles;Task analysis;Decision making;Roads;Pipelines;Autonomous driving;uncertainty challenges;mitigation techniques;future perspectives,IEEE,"Investigates the impact of market sentiment, liquidity, persistence, and leverage on implied volatility during earnings announcements using Bayesian methods, enhancing option trading strategies and risk management.",✔️,Options (Implied Volatility during earnings),✔️,✔️
WOS:000902290300014,Uncertainty Quantification and Optimal Robust Design for Machining Operations,"In this study, we carry out robust optimal design for the machining operations, one key process in wafer polishing in chip manufacturing, aiming to avoid the peculiar regenerative chatter and maximize the material removal rate (MRR) considering the inherent material and process uncertainty. More specifically, we characterize the cutting tool dynamics using a delay differential equation (DDE) and enlist the temporal finite element method (TFEM) to derive its approximate solution and stability index given process settings or design variables. To further quantify the inherent uncertainty, replications of TFEM under different realizations of random uncontrollable variables are performed, which however incurs extra computational burden. To eschew the deployment of such a crude Monte Carlo (MC) approach at each design setting, we integrate the stochastic TFEM with a stochastic surrogate model, stochastic kriging, in an active learning framework to sequentially approximate the stability boundary. The numerical result suggests that the nominal stability boundary attained from this method is on par with that from the crude MC, but only demands a fraction of the computational overhead. To further ensure the robustness of process stability, we adopt another surrogate, the Gaussian process, to predict the variance of the stability index at unexplored design points and identify the robust stability boundary per the conditional value at risk (CVaR) criterion. Therefrom, an optimal design in the robust stable region that maximizes the MRR can be identified.",10.1115/1.4055039,uncertainty quantification; robust optimal design; stochastic kriging; Gaussian process; conditional value-at-risk; computational foundations for engineering optimization; data-driven engineering; machine learning,WOS,(Not financial instrument-related),❌,?,❌,?
https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10155311,Uncertainty-Aware Decision-Making for Autonomous Driving at Uncontrolled Intersections,"Reinforcement learning (RL) has been widely used in the decision-making of autonomous vehicles (AVs) in recent studies. However, existing RL methods generally find the optimal policy by maximizing the expectation of future returns, which lacks distributional treatments of risky situations. Additionally, various uncertainties arising from the environment could also cause unreliable decisions, particularly in some complex urban environments. In this paper, the fully parameterized quantile network (FPQN) is utilized to estimate the full return distribution. Then, the conditional value-at-risk (CVaR) is utilized with the return distribution information to generate uncertainty-aware driving behavior. Additionally, an uncontrolled four-way intersection is developed by the Simulation of Urban Mobility (SUMO) simulation platform, which considers both the surrounding vehicles (SVs) and pedestrians. More specifically, to simulate the real-world traffic environment, the uncertainty arising from the occlusion, and the behavior uncertainty of surrounding traffic participants are also considered. The experiment results suggest that the proposed method outperforms the baseline methods in terms of safety. Furthermore, the results also indicate that the proposed method can make reasonable decisions in some challenging driving cases in the presence of uncertainty.",10.1109/tits.2023.3283019,Uncertainty;Decision making;Behavioral sciences;Autonomous vehicles;Safety;Mathematical models;Urban areas;Autonomous driving;distributional reinforcement learning;decision-making;uncertainty;uncontrolled intersection,IEEE,"Combines distributional reinforcement learning with ensemble methods to provide uncertainty-aware predictions in autonomous driving, enhancing safety and decision-making.",❌,Autonomous Vehicles,✔️,✔️
https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9779871,Uncertainty-Aware Portfolio Management With Risk-Sensitive Multiagent Network,"As deep neural networks (DNNs) have gained considerable attention in recent years, there have been several cases applying DNNs to portfolio management (PM). Although some researchers have experimentally demonstrated its ability to make a profit, it is still insufficient to use in real situations because existing studies have failed to answer how risky investment decisions are. Furthermore, even though the objective of PM is to maximize returns within a risk tolerance, they overlook the predictive uncertainty of DNNs in the process of risk management. To overcome these limitations, we propose a novel framework called risk-sensitive multiagent network (RSMAN), which includes risk-sensitive agents (RSAs) and a risk adaptive portfolio generator (RAPG). Standard DNNs do not understand the risks of their decision, whereas RSA can take risk-sensitive decisions by estimating market uncertainty and parameter uncertainty. Acting as a trader, this agent is trained via reinforcement learning from dynamic trading simulations to estimate the distribution of reward and via unsupervised learning to assess parameter uncertainty without labeled data. We also present an RAPG that can generate a portfolio fitting the user’s risk appetite without retraining by exploiting the estimated information from the RSAs. We tested our framework on the U.S. and Korean real financial markets to demonstrate the practicality of the RSMAN.",10.1109/tnnls.2022.3174642,Uncertainty;Portfolios;Investment;Uncertain systems;Task analysis;Training;Q-learning;Deep learning;financial trading;portfolio management (PM);reinforcement learning (RL);uncertainty quantification,IEEE,"Proposes the RSMAN framework using AI models to manage portfolios by estimating and incorporating uncertainty, demonstrating practicality in US and Korean financial markets.",✔️,Portfolio,✔️,✔️
