"Title","Subtitle","Author","Publication","SourceType","Publisher","Volume","Issue","PubDate","AlphaDate","StartPage","EndPage","PageRange","ISSN","EISSN","ISBN","Language","Abstract","DocumentUrl","DOI"
"Bitcoin Price Prediction Using Deep Bayesian LSTM With Uncertainty Quantification: A Monte Carlo Dropout–Based Approach","","Hassan, Masoud Muhammed","Stat","Scholarly Journals","","13","3","2024-09-01","Sep 2024","","","","20491573","","","ENG","Bitcoin, being one of the most triumphant cryptocurrencies, is gaining increasing popularity online and is being used in a variety of transactions. Recently, research on Bitcoin price predictions is receiving more attention, and researchers have investigated the various state‐of‐the‐art machine learning (ML) and deep learning (DL) models to predict Bitcoin price. However, despite these models providing promising predictions, they consistently exhibit uncertainty, which cannot be adequately quantified by classical ML models alone. Motivated by the enormous success of applying Bayesian approaches in several disciplines of ML and DL, this study aims to use Bayesian methods alongside Long Short‐Term Memory (LSTM) to predict the closing Bitcoin price and consequently measure the uncertainty of the prediction model. Specifically, we adopted the Monte Carlo dropout (MC‐Dropout) method with the Bayesian LSTM model to quantify the epistemic uncertainty of the model's predictions and provided confidence intervals for the predicted outputs. Experimental results showed that the proposed model is efficient and outperforms other state‐of‐the‐art models in terms of root mean square error (RMSE), mean absolute error (MAE) and R2. Thus, we believe that these models may assist the investors and traders in making critical decisions based on short‐term predictions of Bitcoin price. This study illustrates the potential benefits of utilizing Bayesian DL approaches in time series analysis to improve data prediction accuracy and reliability.","https://www.proquest.com/docview/3106200925?accountid=12870&bdid=83737&_bd=KwK74z3yA89ej9%2BRnoX%2BOn7qorQ%3D","https://doi.org/10.1002/sta4.70001"
"Modeling and prediction of KSE – 100 index closing based on news sentiments: an applications of machine learning model and ARMA (p, q) model","","Zaffar, Asma; Hussain, S. M. Aalim","Multimedia Tools and Applications","Scholarly Journals","","81","23","2022-09-01","Sep 2022","33311","33333","33311-33333","13807501","","","ENG","The main financial markets of every country are stock exchange and consider as an imperative cause for the corporations to increase capital. The novelty of this study to explore machine learning techniques when applied to financial stock market data, and to understand how machine learning algorithms can be applied and compare the result with time series analysis to real lifetime series data and helpful for any investor. Investors are constantly reviewing past pricing history and using it to influence their future investment decisions. The another novelty of this study, using news sentiments, the values will be processed into lists displaying and representing the stock and predicting the future rates to describe the market, and to compare investments, which will help to avoid uncertainty amongst the investors regarding the stock index. Using artificial neural network technique for prediction for KSE 100 index data on closing day. In this regard, six months’ data cycle trained the data and apply the statistical interference using a ARMA (p, q) model to calculate numerical result. The novelty of this study to find the relation between them either they are strongly correlated or not, using machine learning techniques and ARMA (p, q) process to forecast the behavior KSE 100 index cycles. The adequacy of model describes via least values Akaike information criterion (AIC), Bayesian Schwarz information criterion (SIC) and Hannan Quinn information criterion (HIC). Durbin- Watson (DW) test is also applied. DW values (< 2) shows that all cycles are strongly correlated. Most of the KSE-100 index cycles expresses that the appropriate model is ARMA (2,1). Cycle’s 2nd,3rd,4th and 5th shows that ARMA (3,1) is best fitted. Cycle 8th is shows ARMA (1,1) best fit and cycle 12th shows that the most appropriate model is ARMA (4,1). Diagnostic checking tests like Root Mean Squared Error (RMSE), Mean Absolute Error (MAE), Mean Absolute Percentage Error (MAPE) and Theil’s U-Statistics are used to predict KSE-100 index cycles. Theil’s U-Statistics demonstrate that each cycle is strongly correlated to previous one.","https://www.proquest.com/docview/2705205672?accountid=12870&bdid=83737&_bd=filOImmD5Itt%2BiI93Vm7ybuXfy4%3D","https://doi.org/10.1007/s11042-022-13052-2"
"Asymptotically Unbiased Estimation of A Nonsymmetric Dependence Measure Applied to Sensor Data Analytics and Financial Time Series","","Cațaron, Angel; Andonie, Razvan; Chueh, Yvonne","International Journal of Computers, Communications and Control","Scholarly Journals","","12","4","2017-08-01","Aug 2017","","","","18419836","","","ENG","A fundamental concept frequently applied to statistical machine learning is the detection of dependencies between unknown random variables found from data samples. In previous work, we have introduced a nonparametric unilateral dependence measure based on Onicescu’s information energy and a kNN method for estimating this measure from an available sample set of discrete or continuous variables. This paper provides the formal proofs which show that the estimator is asymptotically unbiased and has asymptotic zero variance when the sample size increases. It implies that the estimator has good statistical qualities. We investigate the performance of the estimator for data analysis applications in sensor data analysis and financial time series.","https://www.proquest.com/docview/2518357574?accountid=12870&bdid=83737&_bd=90kl9TB9vsOjmxg%2FcagI7PkIpIM%3D",""
"A Bayesian analysis based on multivariate stochastic volatility model: evidence from green stocks.","","Ma, Ming; Zhang, Jing","Journal of combinatorial optimization","Undefined","","45","1","2023-01-01","2023","19","19","19","1382-6905","1382-6905","","ENG","Green stocks are companies environmental protective and friendly. We test Green stock index in Shanghai Stock Exchange and China Securities Index as safe-havens for global investors. Suitable multivariate-SV model and Bayesian method are used to estimate the spillover effect between different assets among local and global markets. We choose multivariate volatility model because it can efficiently simulate the spillover effect by using machine learning MCMC method. The results show that the Environmental Protection Index (EPI) of Shanghai Stock Exchange (SSE) and China Securities Index (CSI) have no significant volatility spillover from Shanghai Stock index, S &P index, gold price, oil future prices of USA and China. During COVID-19 pandemic, we find Green stock index is a suitable safe-haven with low volatility spillover. Green stock indexes has a strongly one-way spillover to the crude oil future price. Environmentally friendly investor can use diversity green assets to provide a low risk investment portfolio in EPI stock market. The DCGCt-MSV model using machine learning of MCMC method is accurate and outperform others in Bayes parameter estimation.","https://www.proquest.com/docview/2747006132?accountid=12870&bdid=83737&_bd=%2BS4BQiya8yf4%2Bill7AS9lci4F%2Fo%3D","https://doi.org/10.1007/s10878-022-00936-0"
"Variance-based clustering methods and higher order data transformations and their applications","","Lytkin, Nikita I.","ProQuest Dissertations and Theses","Dissertations & Theses","","","","2009-01-01","2009","","","","","","978-1-109-52503-8","ENG","Two approaches have been proposed in statistical and machine learning communities in order to address the problem of uncovering clusters with complex structure. One approach relies on the development of clustering criteria that are able to accommodate increasingly complex characteristics of the data. The other approach is based on simplification of structure of data by mapping it to a different feature space via a non-linear function and then clustering in the new space. This dissertation covers three related studies: development of a novel multi-dimensional clustering method, development of non-linear mapping functions that leverage higher-order co-occurrences between features in boolean data, and applications of these mapping functions for improving the performance of clustering methods. In particular, we treat clustering as a combinatorial optimization problem of finding a partition of the data so as to minimize a certain criterion. We develop a novel multi-dimensional clustering method based on a statistically-motivated criterion proposed by J. Neyman for stratified sampling from one-dimensional data. We show that this criterion is more reflective of the underlying data structure than the seemingly similar K-means criterion when second order variability is not homogeneous between constituent subgroups. Furthermore, experimental results demonstrate that generalization of the Neyman's criterion to multi-dimensional spaces and development of the associated clustering algorithm allow for statistically efficient estimation of the grand mean vector of a population. In the framework of the mapping-based approach to discovering complex cluster structures, we introduced a novel adaptive non-linear data transformation termed Unsupervised Second Order Transformation (USOT). The novelties behind USOT are (a) that it leverages in a unsupervised manner, higher-order co-occurrences between features in boolean data, and (b) that it considers each feature in the context of probabilistic relationships with other features. In addition, USOT has two desirable properties. USOT adaptively selects features that would influence the mapping of a given feature, and preserves the interpretability of dimensions of the transformed space. Experimental results on text corpora and financial time series demonstrate that by leveraging higher-order co-occurrences between features, clustering methods achieved statistically significant improvements in USOT space over the original boolean space.","https://www.proquest.com/docview/304992622?accountid=12870&bdid=83737&_bd=oX7U%2FuPOpTISnlR74P3f0nOw%2Bio%3D",""
"Global Stock Selection with Hidden Markov Model","","","Risks","Scholarly Journals","","9","1","2021-01-01","2021","9","","","22279091","","","ENG","Hidden Markov model (HMM) is a powerful machine-learning method for data regime detection, especially time series data. In this paper, we establish a multi-step procedure for using HMM to select stocks from the global stock market. First, the five important factors of a stock are identified and scored based on its historical performances. Second, HMM is used to predict the regimes of six global economic indicators and find the time periods in the past during which these indicators have a combination of regimes that is similar to those predicted. Then, we analyze the five stock factors of the All country world index (ACWI) in the identified time periods to assign a weighted score for each stock factor and to calculate the composite score of the five factors. Finally, we make a monthly selection of 10% of the global stocks that have the highest composite scores. This strategy is shown to outperform those relying on either ACWI, any single stock factor, or the simple average of the five stock factors.","https://www.proquest.com/docview/2475061325?accountid=12870&bdid=83737&_bd=ua7qIuP77T0iwAjRXr2SrvDykJc%3D","https://doi.org/10.3390/risks9010009"
"Deep learning-based rolling horizon unit commitment under hybrid uncertainties","","Zhou, Min; Wang, Bo; Watada, Junzo","Energy","Scholarly Journals","","186","","2019-11-01","Nov 1, 2019","1","","","0360-5442","","","ENG","Unit commitment is an optimization problem in power systems, which aims to satisfy future load at minimal cost by scheduling the on/off state and output of generation resources like thermal units. One challenge herein is the uncertainties that exist in both supply and demand sides of power systems, which becomes more severe with the growing penetration of renewable energy and the popularity of diversified loads. This paper proposes a rolling horizon model for unit commitment optimization under hybrid uncertainties. First, a probabilistic forecast approach for future load and wind power is given by exploiting the advanced deep learning structures, i.e. long short-term memory neural networks. Second, a Value-at-Risk-based unit commitment model is applied to decide the on/off state and output of thermal units in the next 24 h. Then at each time window, the distributions of future load and wind power are dynamically adjusted by a rolling forecast mechanism to involve the real-time collected data, whereafter a look-ahead economic dispatch model is applied to improve the output of units. Finally, the effectiveness of this research is demonstrated by a series of experiments. Generally, this study introduces a fundamental way to integrate forecast approaches into classical unit commitment optimization models.","https://www.proquest.com/docview/2310648580?accountid=12870&bdid=83737&_bd=KqtEnE%2Fh%2FAepdoVjvqnGDXG5SMk%3D","https://doi.org/10.1016/j.energy.2019.07.173"
"A Bayesian-based classification framework for financial time series trend prediction","","Dezhkam Arsalan; Manzuri, Mohammad Taghi; Aghapour Ahmad; Karimi Afshin; Rabiee, Ali; Shalmani, Shervin Manzuri","The Journal of Supercomputing","Scholarly Journals","","79","4","2023-01-01","2023","4622","4659","4622-4659","09208542","","","ENG","Financial time series have been extensively studied within the past decades; however, the advent of machine learning and deep neural networks opened new horizons to apply supercomputing techniques to extract more insights from the underlying patterns of price data. This paper presents a tri-state labeling approach to classify the underlying patterns in price data into up, down and no-action classes. The introduction of a no-action state in our novel approach alleviates the burden of denoising the dataset as a preprocessing task. The performance of our labeling algorithm is experimented with using machine learning and deep learning models. The framework is augmented by applying the Bayesian optimization technique for the selection of the best tuning values of the hyperparameters. The price trend prediction module generates the required trading signals. The results show that the average annualized Sharpe ratio as the trading performance metric is about 2.823, indicating the framework produces excellent cumulative returns.","https://www.proquest.com/docview/2770321474?accountid=12870&bdid=83737&_bd=kgu8sxZVdrU4XjttqFhdDcvmfWM%3D","https://doi.org/10.1007/s11227-022-04834-4"
"Forecasting classification of operating performance of enterprises by probabilistic neural network","","Huang, Jui-Ching; Pan, Wen-Tsao","Journal of Information & Optimization Sciences","Scholarly Journals","","31","2","2010-03-01","Mar 2010","333","","","02522667","","","ENG","Classification of operating performance of the enterprises is not only a hot issue emphasized by the management, but it is even the important reference by investors in their decision-making. In general, the analysis of its performance is usually undertaken by models of financial prediction or credit rating. This paper address a lot of models to analyze it through the financial ratio from 287 private enterprises of traditional industry public listed in Taiwan's stock market and OTC as sample data. A hybrid methodology that combines both data mining and artificial intelligence is proposed to take advantage of the unique strength of single one model. First, we use the data mining technique, such as traditional principal components analysis, to select network input variables. Second, the various different models, including the Probabilistic Neural Network are also considered. Third, this paper shows that the classification ability of the Probabilistic Neural Network model, after the parameter adjusted by genetic algorithm, does significantly outperform other simple methods-back-propagation network, decision tree, and logistic regression model. In conclusion, experimental results with real data sets indicate that combined model can be an effective way to improve forecasting classification accuracy achieved by either of the one single models. [PUBLICATION ABSTRACT]","https://www.proquest.com/docview/722501416?accountid=12870&bdid=83737&_bd=8oB4UP90UYb75yWzrvbiF0Ga9Fs%3D",""
"Online sequential pattern mining and association discovery by advanced artificial intelligence and machine learning techniques","","Huang, Shian-Chang; Chiou, Chei-Chang; Chiang, Jui-Te; Wu, Cheng-Feng","Soft Computing","Scholarly Journals","","24","11","2020-06-01","Jun 2020","8021","8039","8021-8039","14327643","","","ENG","With the advances in information science, vast amounts of financial time series data can been collected and analyzed. In modern time series analysis, sequential pattern mining (SPM) and association discovery (AD) are the most important techniques to predict the future trends. This study aims at developing advanced SPM and AD for financial data by cutting edge techniques from artificial intelligence and machine learning. The nonlinearity and non-stationarity of financial time series dynamics pose a major challenge for SPM and AD. This study employs time–frequency analysis to extract features for SPM. Then, a sparse multi-manifold clustering (SMMC) is used to partition the feature space into several disjointed regions for better AD. Finally, local relevance vector machines (RVMs) are employed for AD and perform the forecasting. Different from traditional methods, the novel forecasting system operates on multiple resolutions and multiple dynamic regimes. SMMC finds both the neighbors and the weights automatically by a sparse solution, which approximately spans a low-dimensional affine subspace at that point. RVM, the Bayesian kernel machines, can produce parsimonious models with excellent generalization properties. Taking multiple time series data from financial markets as an example, the empirical results demonstrate that the proposed model outperforms traditional models and significantly reduces the forecasting errors. The framework is effective and suitable for other time series forecasting.","https://www.proquest.com/docview/2918064252?accountid=12870&bdid=83737&_bd=EfhfCocPHEGJ9TEp6kK%2F8xe26Nw%3D","https://doi.org/10.1007/s00500-019-04100-5"
"An Improved Probabilistic Neural Network Model for Directional Prediction of a Stock Market Index","","Chandrasekara, Vasana; Tilakaratne, Chandima; Mammadov, Musa","Applied Sciences","Scholarly Journals","","9","24","2019-01-01","2019","5334","","","20763417","","","ENG","Financial market prediction attracts immense interest among researchers nowadays due to rapid increase in the investments of financial markets in the last few decades. The stock market is one of the leading financial markets due to importance and interest of many stakeholders. With the development of machine learning techniques, the financial industry thrived with the enhancement of the forecasting ability. Probabilistic neural network (PNN) is a promising machine learning technique which can be used to forecast financial markets with a higher accuracy. A major limitation of PNN is the assumption of Gaussian distribution as the distribution of input variables which is violated with respect to financial data. The main objective of this study is to improve the standard PNN by incorporating a proper multivariate distribution as the joint distribution of input variables and addressing the multi-class imbalanced problem persisting in the directional prediction of the stock market. This model building process is illustrated and tested with daily close prices of three stock market indices: AORD, GSPC and ASPI and related financial market indices. Results proved that scaled t distribution with location, scale and shape parameters can be used as more suitable distribution for financial return series. Global optimization methods are more appropriate to estimate better parameters of multivariate distributions. The global optimization technique used in this study is capable of estimating parameters with considerably high dimensional multivariate distributions. The proposed PNN model, which considers multivariate scaled t distribution as the joint distribution of input variables, exhibits better performance than the standard PNN model. The ensemble technique: multi-class undersampling based bagging (MCUB) was introduced to handle class imbalanced problem in PNNs is capable enough to resolve multi-class imbalanced problem persisting in both standard and proposed PNNs. Final model proposed in the study with proposed PNN and proposed MCUB technique is competent in forecasting the direction of a given stock market index with higher accuracy, which helps stakeholders of stock markets make accurate decisions.","https://www.proquest.com/docview/2533769947?accountid=12870&bdid=83737&_bd=Oek%2FmDz1KY2MzyXRhEmdd9Y2q%2F4%3D","https://doi.org/10.3390/app9245334"
"Welcome to SIGNALS: A New Open-Access Scientific Journal on Signal Analysis, Retrieval and Processing","","Cichocki, Andrzej","Signals","Scholarly Journals","","1","1","2018-01-01","2018","1","","","26246120","","","ENG","The sheer exposure to vast amounts of signals created in our modern society and an ever increasing need to make sense of such data calls for continuing advances in signal processing as an enabling technology for a huge number of applications, ranging from wireless communication and medicine, through to bioengineering, the economy and entertainment.Activity recognition, event detection, anomaly detection Adaptive filtering and signal processing Applications of signal processing (Biomedical, Bioinformatics, Genomic, Seismic, Radar, Sonar, Remote Sensing, Positioning, Embedded Systems, etc.) Array signal processing Audio/speech processing and coding Biometrics and authentification Biomedical Signal Processing and biomedical data analysis (EEG/MEG, fMRI, PET etc.) Biological network and data analysis/modelling Biosignal processing and understanding Blind and semi-blind signal separation (e.g., single- and multi-channel recordings, audio source separation, bio-signal separation, independent component analysis (ICA), nonnegative matrix/tensor factorization (NMF/NTF) Brain Computer Interface (BCI) Communication signal processing Compressive Sensing (CS) and sparse information retrieval Computer Vision (CV) and Virtual Reality (VR) Computational Neuroscience and brain data analysis/modelling Cryptography and network security Emerging technologies Image processing and understanding Image/Video Processing and Coding Inference and prediction of hidden patterns in signals/images Multimedia signal processing Natural Language Processing (NLP) Neuroimaging and signal processing Signal processing for human-computer interaction (HCI) and Brain Computer Interface (BCI).Image and multidimensional signal processing using tensor representation Scalable and distributed algorithms for tensor processing Methods for robust tensor processing with noisy, incomplete and/or missing signals/data Tensor methods in neural networks and deep learning Tensor-based time series and image processing Tensor processing and analysis in social networks and economics Applications of tensor processing in wireless communications and sensor networks Tensor developments in computer vision Tensor methods in neuroscience and medicine and Stochastic modelling of biological processes, systems biology, Information theory articles with a signal processing perspective Deep learning probabilistic neural networks with signals/data processing perspective Financial time series analysis Bioinformatics and neuroinfomatics Biochemical interaction in biological and biologically-inspired systems Signal processing for performance arts using audio, and video Signal processing for renewable energy Game theory and group theory for signal processing Environmental signal processing Signal processing with intelligent user interfaces Quantum signal processing.","https://www.proquest.com/docview/2656394299?accountid=12870&bdid=83737&_bd=yFxkdxDhgIXY%2BXN3h%2FcPXnPnMZs%3D","https://doi.org/10.3390/signals1010001"
"Gaussian Process-Mixture Conditional Heteroscedasticity","","Platanios, Emmanouil A.; Chatzis, Sotirios P.","IEEE Transactions on Pattern Analysis and Machine Intelligence","Scholarly Journals","","36","5","2014-05-01","May 2014","888","","888-900","01628828","","","ENG"," Generalized autoregressive conditional heteroscedasticity (GARCH) models have long been considered as one of the most successful families of approaches for volatility modeling in financial return series. In this paper, we propose an alternative approach based on methodologies widely used in the field of statistical machine learning. Specifically, we propose a novel nonparametric Bayesian mixture of Gaussian process regression models, each component of which models the noise variance process that contaminates the observed data as a separate latent Gaussian process driven by the observed data. This way, we essentially obtain a Gaussian Process-Mixture Conditional Heteroscedasticity (GPMCH) model for volatility modeling in financial return series. We impose a nonparametric prior with power-law nature over the distribution of the model mixture components, namely the Pitman-Yor process prior, to allow for better capturing modeled data distributions with heavy tails and skewness. Finally, we provide a copula-based approach for obtaining a predictive posterior for the covariances over the asset returns modeled by means of a postulated GPMCH model. We evaluate the efficacy of our approach in a number of benchmark scenarios, and compare its performance to state-of-the-art methodologies.","https://www.proquest.com/docview/1545937602?accountid=12870&bdid=83737&_bd=hboNlMHM5qrbisNbT%2F9RMoxVaw0%3D","https://doi.org/10.1109/TPAMI.2013.183"
"Probabilistic forecasting of the solar irradiance with recursive ARMA and GARCH models","","David, M; Ramahatana, F; Trombe, PJ; Lauret, P","Solar Energy","Scholarly Journals","","133","","2016-08-01","Aug 2016","55","","","0038092X","","","ENG","Forecasting of the solar irradiance is a key feature in order to increase the penetration rate of solar energy into the energy grids. Indeed, the anticipation of the fluctuations of the solar renewables allows a better management of the production means of electricity and a better operation of the grid-connected storage systems. If numerous methods for forecasting the mean of the solar irradiance were recently developed, there are only few works dedicated to the evaluation of prediction intervals associated to these point forecasts. Time series of solar irradiance and more specifically of clear sky index show some similarities with that of financial time series. The aim of this paper is to assess the performances of a commonly used combination of two linear models (ARMA and GARCH) in econometrics in order to provide probabilistic forecasts of solar irradiance. In addition, a recursive estimation of the parameters of the models has been set up in order to provide a framework that can be applied easily in an operational context. A comprehensive testing procedure has been used to assess both point forecasts and probabilistic forecasts. Using only the past records of the solar irradiance, the proposed model is able to perform point forecasts as accurately as other methods based on machine learning techniques. Moreover, the recursive ARMA-GARCH model is easier to set-up and it gives additional information about the uncertainty of the forecasts. Even if some strong assumption has been made regarding the statistical distribution of the error, the reliability of the probabilistic forecasts stands in the same order of magnitude as other works done in the field of solar forecasting.","https://www.proquest.com/docview/1795527809?accountid=12870&bdid=83737&_bd=0T0JmALQm4CVU%2FKwoz%2BCt4bvPmg%3D",""
"Safe Reinforcement Learning Using Wasserstein Distributionally Robust MPC and Chance Constraint","","Arash Bahari Kordabad; Wisniewski, Rafael; Gros, Sebastien","IEEE Access","Scholarly Journals","","10","","2022-01-01","2022","130058","","130058-130067","21693536","","","ENG","In this paper, we address the chance-constrained safe Reinforcement Learning (RL) problem using the function approximators based on Stochastic Model Predictive Control (SMPC) and Distributionally Robust Model Predictive Control (DRMPC). We use Conditional Value at Risk (CVaR) to measure the probability of constraint violation and safety. In order to provide a safe policy by construction, we first propose using parameterized nonlinear DRMPC at each time step. DRMPC optimizes a finite-horizon cost function subject to the worst-case constraint violation in an ambiguity set. We use a statistical ball around the empirical distribution with a radius measured by the Wasserstein metric as the ambiguity set. Unlike the sample average approximation SMPC, DRMPC provides a probabilistic guarantee of the out-of-sample risk and requires lower samples from the disturbance. Then the Q-learning method is used to optimize the parameters in the DRMPC to achieve the best closed-loop performance. Wheeled Mobile Robot (WMR) path planning with obstacle avoidance will be considered to illustrate the efficiency of the proposed method.","https://www.proquest.com/docview/2756561328?accountid=12870&bdid=83737&_bd=n9MctP%2BsgvsaJra5qUiQpWihAPM%3D","https://doi.org/10.1109/ACCESS.2022.3228922"
"Predictions of bitcoin prices through machine learning based frameworks.","","Cocco, Luisanna; Tonelli, Roberto; Marchesi, Michele","PeerJ. Computer science","Undefined","","7","","2021-01-01","2021","e413","e413","e413","","2376-5992","","ENG","The high volatility of an asset in financial markets is commonly seen as a negative factor. However short-term trades may entail high profits if traders open and close the correct positions. The high volatility of cryptocurrencies, and in particular of Bitcoin, is what made cryptocurrency trading so profitable in these last years. The main goal of this work is to compare several frameworks each other to predict the daily closing Bitcoin price, investigating those that provide the best performance, after a rigorous model selection by the so-called k-fold cross validation method. We evaluated the performance of one stage frameworks, based only on one machine learning technique, such as the Bayesian Neural Network, the Feed Forward and the Long Short Term Memory Neural Networks, and that of two stages frameworks formed by the neural networks just mentioned in cascade to Support Vector Regression. Results highlight higher performance of the two stages frameworks with respect to the correspondent one stage frameworks, but for the Bayesian Neural Network. The one stage framework based on Bayesian Neural Network has the highest performance and the order of magnitude of the mean absolute percentage error computed on the predicted price by this framework is in agreement with those reported in recent literature works.","https://www.proquest.com/docview/2511246640?accountid=12870&bdid=83737&_bd=2QMFOuCUSR1wQYVaxD4MtyjpSfE%3D","https://doi.org/10.7717/peerj-cs.413"
"Time Series Forecasting of Bitcoin Price Based on Autoregressive Integrated Moving Average and Machine Learning Approaches","","Khedmati, M; Seifi, F; Azizi, M J","International Journal of Engineering. Transactions A, Basics","Scholarly Journals","","33","7","2020-07-01","Jul 2020","1293","","","1728-1431","","","ENG","Bitcoin as the current leader in cryptocurrencies is a new asset class receiving significant attention in the financial and investment community and presents an interesting time series prediction problem. In this paper, some forecasting models based on classical like ARIMA and machine learning approaches including Kriging, Artificial Neural Network (ANN), Bayesian method, Support Vector Machine (SVM) and Random Forest (RF) are proposed and analyzed for modelling and forecasting the Bitcoin price. While some of the proposed models are univariate, the other models are multivariate and as a result, the maximum, minimum and the opening daily price of Bitcoin are also used in these models. The proposed models are applied on the Bitcoin price from December 18, 2019 to March 1, 2020 and their performances are compared in terms of the performance measures of RMSE and MAPE by Diebold-Mariano statistical test. Based on RMSE and MAPE measures, the results show that SVM provides the best performance among all the models. In addition, ARIMA and Bayesian approaches outperform other univariate models where they provide smaller values for RMSE and MAPE.","https://www.proquest.com/docview/2474304887?accountid=12870&bdid=83737&_bd=7DMBNKe36fj3JTIZPNHjurq1%2FlY%3D","https://doi.org/10.5829/IJE.2020.33.07A.16"
"Improved Financial Predicting Method Based on Time Series Long Short-Term Memory Algorithm","","Li, Kangyi; Zhou, Yang; Zhou, Yang","Mathematics","Scholarly Journals","","12","7","2024-01-01","2024","1074","","","22277390","","","ENG","With developments in global economic integration and the increase in future economic uncertainty, it is imperative to have the ability to predict future capital in relation to financial capital inflow and outflow predictions to ensure capital optimization is within a controllable range within the current macroeconomic environment and situation. This paper proposes an automated capital prediction strategy for the capital supply chain using time series analysis artificial intelligence methods. Firstly, to analyze the fluctuation and tail risk of the financial characteristics, the paper explores the financial characteristics for measuring the dynamic VaR from the perspectives of volatility, tail, and peak with the Bayesian peaks over threshold (POT) model. Following this, in order to make the modeling more refined, the forecast targets are split before modeling with seasonal Autoregressive Integrated Moving Average (ARIMA) models and Prophet models. Finally, the time series modeling of the wavelet Long Short-Term Memory (LSTM) model is carried out using a two-part analysis method to determine the linear separated wavelet and non-linear embedded wavelet parts to predict strong volatility in financial capital. Taking the user capital flow of the Yu’e Bao platform, the results prove the feasibility and prediction accuracy of the innovative model proposed.","https://www.proquest.com/docview/3037514247?accountid=12870&bdid=83737&_bd=qoc5JgUk3mfzYoXpi4OTKzJMK%2BQ%3D","https://doi.org/10.3390/math12071074"
"Bayesian neural networks for stock price forecasting before and during COVID-19 pandemic","","Chandra, Rohitash; He, Yixuan","PloS one","Undefined","","16","7","2021-01-01","Jan 2021","e0253217","","e0253217","1932-6203","","","ENG","Recently, there has been much attention in the use of machine learning methods, particularly deep learning for stock price prediction. A major limitation of conventional deep learning is uncertainty quantification in predictions which affect investor confidence. Bayesian neural networks feature Bayesian inference for providing inference (training) of model parameters that provides a rigorous methodology for uncertainty quantification in predictions. Markov Chain Monte Carlo (MCMC) sampling methods have been prominent in implementing inference of Bayesian neural networks; however certain limitations existed due to a large number of parameters and the need for better computational resources. Recently, there has been much progress in the area of Bayesian neural networks given the use of Langevin gradients with parallel tempering MCMC that can be implemented in a parallel computing environment. The COVID-19 pandemic had a drastic impact in the world economy and stock markets given different levels of lockdowns due to rise and fall of daily infections. It is important to investigate the performance of related forecasting models during the COVID-19 pandemic given the volatility in stock markets. In this paper, we use novel Bayesian neural networks for multi-step-ahead stock price forecasting before and during COVID-19. We also investigate if the pre-COVID-19 datasets are useful of modelling stock price forecasting during COVID-19. Our results indicate due to high volatility in the stock-price during COVID-19, it is more challenging to provide forecasting. However, we found that Bayesian neural networks could provide reasonable predictions with uncertainty quantification despite high market volatility during the first peak of the COVID-19 pandemic.Recently, there has been much attention in the use of machine learning methods, particularly deep learning for stock price prediction. A major limitation of conventional deep learning is uncertainty quantification in predictions which affect investor confidence. Bayesian neural networks feature Bayesian inference for providing inference (training) of model parameters that provides a rigorous methodology for uncertainty quantification in predictions. Markov Chain Monte Carlo (MCMC) sampling methods have been prominent in implementing inference of Bayesian neural networks; however certain limitations existed due to a large number of parameters and the need for better computational resources. Recently, there has been much progress in the area of Bayesian neural networks given the use of Langevin gradients with parallel tempering MCMC that can be implemented in a parallel computing environment. The COVID-19 pandemic had a drastic impact in the world economy and stock markets given different levels of lockdowns due to rise and fall of daily infections. It is important to investigate the performance of related forecasting models during the COVID-19 pandemic given the volatility in stock markets. In this paper, we use novel Bayesian neural networks for multi-step-ahead stock price forecasting before and during COVID-19. We also investigate if the pre-COVID-19 datasets are useful of modelling stock price forecasting during COVID-19. Our results indicate due to high volatility in the stock-price during COVID-19, it is more challenging to provide forecasting. However, we found that Bayesian neural networks could provide reasonable predictions with uncertainty quantification despite high market volatility during the first peak of the COVID-19 pandemic.","https://www.proquest.com/docview/2548413070?accountid=12870&bdid=83737&_bd=MTyUewgGWoq79PWrbO5aJyfFRyo%3D","https://doi.org/10.1371/journal.pone.0253217"
"A Bayesian-based classification framework for financial time series trend prediction.","","Dezhkam, Arsalan; Manzuri, Mohammad Taghi; Aghapour, Ahmad; Karimi, Afshin; Rabiee, Ali; Shalmani, Shervin Manzuri","The Journal of supercomputing","Undefined","","79","4","2023-01-01","2023","4622","4659","4622-4659","0920-8542","0920-8542","","ENG","Financial time series have been extensively studied within the past decades; however, the advent of machine learning and deep neural networks opened new horizons to apply supercomputing techniques to extract more insights from the underlying patterns of price data. This paper presents a tri-state labeling approach to classify the underlying patterns in price data into up, down and no-action classes. The introduction of a no-action state in our novel approach alleviates the burden of denoising the dataset as a preprocessing task. The performance of our labeling algorithm is experimented with using machine learning and deep learning models. The framework is augmented by applying the Bayesian optimization technique for the selection of the best tuning values of the hyperparameters. The price trend prediction module generates the required trading signals. The results show that the average annualized Sharpe ratio as the trading performance metric is about 2.823, indicating the framework produces excellent cumulative returns.","https://www.proquest.com/docview/2721637057?accountid=12870&bdid=83737&_bd=cFBItE3AsjyxgXGokD0zUMFyL1A%3D","https://doi.org/10.1007/s11227-022-04834-4"
